GN_ID,Name,Identifier,Description,Latitude,Longitude,Type,State,FIPS,County,Region,Topo
4221215,Sandhill Church,,,31.12578,-81.86261,CH,GA,25,Brantley,Georgia Coast
4221304,Sandy Lake,,,31.18418,-81.87264,LK,GA,25,Brantley,Georgia Coast
4221355,Santee Lake,,,31.10607,-81.90606,LK,GA,25,Brantley,Georgia Coast
4221502,Satilla Cemetery,,,31.3405,-81.98706,CMTY,GA,25,Brantley,Georgia Coast
4221508,Satilla Creek,,,31.31383,-81.98206,STM,GA,25,Brantley,Georgia Coast
4221517,Satilla Swamp,,,31.24272,-81.88233,SWMP,GA,25,Brantley,Georgia Coast
4221655,Schlatterville,,,31.17217,-82.19984,PPL,GA,25,Brantley,Georgia Coast
4221826,Seals Bay,,,31.24134,-81.83317,BAY,GA,25,Brantley,Georgia Coast
4221827,Seals Branch,,,31.24495,-81.85983,STM,GA,25,Brantley,Georgia Coast
4223084,Sloan Hill Church,,,31.34411,-81.93261,CH,GA,25,Brantley,Georgia Coast
4223345,Smyrna Church,,,31.23884,-81.889,CH,GA,25,Brantley,Georgia Coast
4223680,South Prong Big Creek,,,31.17022,-82.18457,STM,GA,25,Brantley,Georgia Coast
4223902,Spell Landing,,,31.3055,-81.90289,,GA,25,Brantley,Georgia Coast
4224048,Spring Hill Cemetery,,,31.23244,-82.12401,CMTY,GA,25,Brantley,Georgia Coast
4224109,Spring Lake,,,31.1305,-81.88261,LK,GA,25,Brantley,Georgia Coast
4224119,Spring Lake,,,31.29772,-81.90178,LK,GA,25,Brantley,Georgia Coast
4224641,Still Lake,,,31.05051,-81.93761,SWMP,GA,25,Brantley,Georgia Coast
4224899,Strickland Bluff,,,31.28272,-81.91789,CLF,GA,25,Brantley,Georgia Coast
4224915,Strickland Lake Dam,,,31.26522,-81.9715,DAM,GA,25,Brantley,Georgia Coast
4224919,Strickland Landing,,,31.28606,-81.90734,,GA,25,Brantley,Georgia Coast
4224920,Strickland Landing,,,31.303,-81.88928,,GA,25,Brantley,Georgia Coast
4224927,Strickland School (historical),,,31.26356,-81.90178,SCH,GA,25,Brantley,Georgia Coast
4224932,Stricklands Reach,,,31.288,-81.91095,CHN,GA,25,Brantley,Georgia Coast
4225566,Tabernacle Camp Ground,,,31.33216,-81.96039,CMP,GA,25,Brantley,Georgia Coast
4225834,Taylor Branch,,,31.29633,-81.86511,STM,GA,25,Brantley,Georgia Coast
4225836,Taylor Branch,,,31.29661,-81.87595,STM,GA,25,Brantley,Georgia Coast
4226079,Teston Lake,,,31.0828,-81.92705,LK,GA,25,Brantley,Georgia Coast
4226248,Thift Cemetery,,,31.2005,-82.16623,CMTY,GA,25,Brantley,Georgia Coast
4226275,Thomas Cemetery,,,31.19078,-82.25096,CMTY,GA,25,Brantley,Georgia Coast
4226494,Thrift Cemetery,,,31.20022,-82.16623,CMTY,GA,25,Brantley,Georgia Coast
4226565,Tiger Bay,,,31.14881,-82.06407,SWMP,GA,25,Brantley,Georgia Coast
4227187,Trudie,,,31.30022,-81.96428,PPL,GA,25,Brantley,Georgia Coast
4227568,Twin Rivers Church,,,31.30967,-81.95289,CH,GA,25,Brantley,Georgia Coast
4228583,WACL-FM (Waycross),,,31.15634,-81.97178,TOWR,GA,25,Brantley,Georgia Coast
4228616,WBGA-FM (Waycross),,,31.15384,-81.9665,TOWR,GA,25,Brantley,Georgia Coast
4228630,WBSG-TV (Brunswick),,,31.13967,-81.93734,TOWR,GA,25,Brantley,Georgia Coast
4229802,Waynesville,,,31.22939,-81.78928,PPL,GA,25,Brantley,Georgia Coast
4229803,Waynesville Church,,,31.22939,-81.78428,CH,GA,25,Brantley,Georgia Coast
4229804,Waynesville Post Office,,,31.22939,-81.78678,PO,GA,25,Brantley,Georgia Coast
4229969,Well Branch,,,31.31772,-81.73733,STM,GA,25,Brantley,Georgia Coast
4230563,Whitaker Hill Cemetery,,,31.31217,-81.73317,CMTY,GA,25,Brantley,Georgia Coast
4230652,White Oak Hammock,,,31.02328,-82.08956,ISL,GA,25,Brantley,Georgia Coast
4230701,White School (historical),,,31.13217,-81.92789,SCH,GA,25,Brantley,Georgia Coast
4230893,Wiggens Cemetery,,,31.23495,-81.784,CMTY,GA,25,Brantley,Georgia Coast
4231158,Williams Cut,,,31.21744,-82.26707,CHN,GA,25,Brantley,Georgia Coast
4231908,Woodwards Bridge (historical),,,31.22133,-82.26485,BDG,GA,25,Brantley,Georgia Coast
4232333,Zetser Hammock,,,31.29383,-81.81817,ISL,GA,25,Brantley,Georgia Coast
4179524,Alligator Bay,,,32.01882,-81.59872,SWMP,GA,29,Bryan,Georgia Coast
4179777,Anderson Temple,,,32.13104,-81.4865,CH,GA,29,Bryan,Georgia Coast
4180392,Athens Church,,,32.13909,-81.53622,CH,GA,29,Bryan,Georgia Coast
4181595,Beautiful Zion Cemetery,,,32.16214,-81.69289,CMTY,GA,29,Bryan,Georgia Coast
4181596,Beautiful Zion Church,,,32.15159,-81.66956,CH,GA,29,Bryan,Georgia Coast
4181815,Belfast River,,,31.79827,-81.27788,STM,GA,29,Bryan,Georgia Coast
4181816,Belfast,,,31.82438,-81.29177,PPL,GA,29,Bryan,Georgia Coast
4181859,Belle Isle,,,31.76244,-81.22038,ISL,GA,29,Bryan,Georgia Coast
4182534,Bethlehem Cemetery,,,31.95243,-81.31483,CMTY,GA,29,Bryan,Georgia Coast
4182687,Beulah Church,,,32.10826,-81.58372,CH,GA,29,Bryan,Georgia Coast
4183070,Billie Pond,,,32.14222,-81.76589,RSV,GA,29,Bryan,Georgia Coast
4183118,Bird Cemetery,,,32.13604,-81.46289,CMTY,GA,29,Bryan,Georgia Coast
4183197,Black Creek,,,32.12826,-81.40789,STM,GA,29,Bryan,Georgia Coast
